id,season,episode,scene,line_text,speaker,deleted
7781,2,17,36,WE ARE WARRIORS!,Dwight,False
7783,2,17,36,"Salesman of Northeastern Pennsylvania, I ask you once more rise and be worthy of this historical hour!",Dwight,False
7785,2,17,36,[laughs maniacally] Yeah. Yes!,Dwight,False
7786,2,17,37,I've got a time share in Key West that might be available.,Oscar,False
7787,2,17,37,Maybe. Thanks.,Jim,False
7789,2,17,37,Yeah. I'm definitely going.,Jim,False
7792,2,17,39,No revolution is worth anything unless it can defend itself. [bangs fists],Dwight,False
7794,2,17,39,"Some people will tell you salesman is a bad word. They'll conjure up images of used car dealers and door to door charlatans. This is our duty - to change their perception. I say salesmen... and women of the world unite! We must never acquiesce for it is together, TOGETHER, THAT WE PREVAIL!  We must never cede control of the motherland! For it is...",Dwight,False
7796,2,17,40,Australia? I have always wanted to go there?,Pam,False
7797,2,17,40,"I'm going. I'm a little nervous to run into Dwight on his connecting flight to Mordor. But, other than that... um, yeah, I bought the ticket, non-refundable.",Jim,False
7798,2,17,40,That's awesome. Where are you staying?,Pam,False
7799,2,17,40,I don't know. I feel like I have plenty of time to figure out the details but...,Jim,False
7800,2,17,40,When are you leaving?,Pam,False
7801,2,17,40,I'm... leaving on June 8th.,Jim,False
7802,2,17,40,Oh.,Pam,False
7803,2,17,40,"Yeah. And I'm really sorry about that, I just...",Jim,False
7804,2,17,40,Oh yeah. That's too bad.,Pam,False
7805,2,17,40,Yeah. Do you want me to take these on my way out?,Jim,False
7806,2,17,40,It's ok. I got it.,Pam,False
7807,2,17,40,Alright.,Jim,False
7808,2,17,41,"Ok, thanks. [to Michael] There you are. What happened?",Dwight,False
7809,2,17,41,I got thirsty. How'd it go?,Michael,False
7810,2,17,41,It was amazing. I wish you would have been there.,Dwight,False
7811,2,17,41,You would not believe what happened here.,Michael,False
7812,2,17,41,What? Something happened?,Dwight,False
7813,2,17,41,"Oh! This woman came in, sat down, ordered a drink. The bartender asked for her ID which I thought was odd because I pegged her at like 35.",Michael,False
7814,2,17,41,Weird.,Dwight,False
7815,2,17,41,"Yeah, it was weird. So, she was like 'I don't have my ID, please give me one.' And he was like 'I can't do that. I can't serve you.'",Michael,False
7816,2,17,41,Con artist.,Dwight,False
7817,2,17,41,She might have been. So she says 'Fine. I will go to my room. I will get my purse. I will come back. I'll show you my ID.' She hasn't come back yet. She's probably in her room drinking from the mini-bar! Right?,Michael,False
7818,2,17,42,"Dwight gave a great speech. That's the word on the street anyway. And I entertained Dwight to no end with my bar stories. So, I captivated the guy who captivated a thousand guys. Can you believe that? A thousand guys?",Michael,False
7836,2,17,46,"All right, listen up, please. Dwight has a joke.",Michael,False
7837,2,17,46,[whispering to Angela] Stop it. [to the office] Two sailors walk into a bar...,Dwight,False
7839,2,17,46,"Oh, why not?",Dwight,False
7841,2,17,46,Iraq is sand. Sailors are on water.,Michael,False
7842,2,17,46,"Yes, but they are both in danger.",Pam,False
7843,2,17,46,"Yeah, well, you know what? We need to... All right, everybody in the conference room now. Let's go.",Michael,False
7857,2,17,48,"Ryan is a temp, and that means that he could go at any time. Am I worried about that? Try scared to death.",Michael,False
7870,2,17,51,"Okay. They got sports medicine seminar, nope. Science fiction convention, nope.",Michael,False
7871,2,17,51,"Oh, yeah, I read about that. The entire cast of Battlestar Galactica is gonna be here, including Starbuck. I'm so in love with her.",Dwight,False
7872,2,17,51,You're weird.,Michael,False
7873,2,17,51,"No, no, no. It's totally normal, 'cause she's not a Cylon or anything. She's just a great human fighter pilot. If I see her, my heart will explode.",Dwight,False
7874,2,17,51,Are you a 12-year-old girl? I don't know. There we go.,Michael,False
7876,2,18,1,"I'm looking forward to 'Take Your Daughter to Work' day. I am not great with kids, but I wanna get better. Because I'm getting married. So, I put out a bunch of extra candy out on my desk so the kids will come talk to me. ...Like the witch in Hanzel and Gretel.",Pam,False
7877,2,18,2,Bribery. Nice.,Jim,False
7878,2,18,2,"Oh, I have more. [Holds up bags of candy]",Pam,False
7879,2,18,2,Pam. Ms. Beasley if yer nastay! Janet Jackson. Hey! You having a wardrobe malfunction there? Or w---,Michael,False
7880,2,18,2,"Oh, Michael. You can't be nasty today. [whispering] 'Cause of the... [points to 'Welcome Daughters!' sign]",Pam,False
7881,2,18,2,"... Oh, God is that today?",Michael,False
7882,2,18,2,I reminded you last night.,Pam,False
7883,2,18,3,"Listen, I like kids. But this is not a kid's environment. This is like HBO, no limits. Who knows what I'm going to say? Crazy stuff. And it is R rated, it is not rated G. I am like Eddie Murphy in 'Raw,' and they are trying to make me into Eddie Murphy in 'Daddy Daycare.' both great movies, but, still.",Michael,False
7884,2,18,4,"Well, I'll be in my office.",Michael,False
7885,2,18,4,Don't you think you should say something?,Pam,False
7886,2,18,4,They're cool.,Michael,False
7887,2,18,4,"Michael, I think that as the boss you should really---",Pam,False
7888,2,18,4,"Fine, fine, fine, fine, fine, fine, fine. Hi, children. I'm Michael Scott, and... I... am in charge of this place... ahh, what'll make you... understand... I am... like Superman, and the people who work here are like citizens of Gotham City.",Michael,False
7890,2,18,4,"Okay, I'm Aquaman. Where does he live, guys?",Michael,False
7891,2,18,4,The ocean.,Jim,False
7892,2,18,4,[under his breath] I work with a bunch of nerds.,Michael,False
7893,2,18,5,[looks at Sasha] Mmm... hello tiny one.,Dwight,False
7895,2,18,5,You are the future!,Dwight,False
7896,2,18,6,This... is my file cabinet. Uhm... oh. This... is the partition... between my desk... and Angela's.,Kevin,False
7897,2,18,7,"Abby's my fiancee Stacy's daughter, I think she'll have a good time. I just hope she doesn't look on my computer. ...Actually, I'd better go check.",Kevin,False
7899,2,18,8,"Oh, yes, hello, how are you? Good to see you. Wow, you've really grown up. You know what? Don't mind me saying so, she is turning into a stone cold fox. Better keep the... frat boys away from her.",Michael,False
7901,2,18,8,Oh.,Michael,False
7903,2,18,8,"Yeah, middle school's amazing. It is extraordinary. An extraordinary time.",Michael,False
7904,2,18,9,"It's not that children make me uncomfortable, it's just that, why be a dad when you can be a fun uncle? I've never heard of anyone rebelling against their fun uncle.",Michael,False
7905,2,18,10,[while Jake is throwing things at Michael] They want how many spiral pads?,Michael,False
7907,2,18,10,Okay.,Michael,False
7909,2,18,12,Can you put that down there?,Angela,False
7913,2,18,12,"No. Thanks. We'd... have to explain everything, it's probably just easier if we do it ourselves.",Angela,False
7916,2,18,12,"I guess I wouldn't mind a pair of small, well-behaved boys.",Angela,False
7919,2,18,14,"[on phone] Just compare last year's order to this year's. Uh-huh. Yeah, I'm looking at it right now. [Sasha walks in the door] ... Yes. We--yeah, they're very--they're different. [Sasha walks out] Yeah, we can stick with last year's, you're just going to have to supplement it, somehow.",Michael,False
7920,2,18,15,"Hey, Abby! Do you want to help me shred some old documents? It's actually pretty cool.",Pam,False
7922,2,18,16,I only have one goal today. To make one kid like me. Just one.,Pam,False
7923,2,18,17,What are you reading?,Jim,False
7925,2,18,17,"Aww, best book?",Jim,False
7927,2,18,17,"Pfft. So have I. Hey, question. If you had to spend a night in the Met or the Aquarium, which would it be?",Jim,False
7929,2,18,17,"Definitely. Yes. Glad you said that. ...You don't want to help me with some of my sales, do you? 'Cause, I'm kind of swamped.",Jim,False
7931,2,18,17,Really?,Jim,False
7933,2,18,17,"Yesss. And you're Abby, right?",Jim,False
7935,2,18,17,I'm Jim. [Jim hi-fives Abby] Annnnd... let's sell some paper.,Jim,False
7937,2,18,17,Let's start with... your mom.,Jim,False
7938,2,18,18,"[on phone] Yes. Well... we can... [Sasha walks in, begins playing with Michael's toy train] uhm... hey, uh, you know what? Can I call you back? I'll call you right back. Yes, I promise. ...Hello, can I help you? ... You can pick that up, if you want. That's--- that's alright. [Sasha moves the train to Michael's desk] Want to bring it over... here, make some room. My name's Michael. What's your name?",Michael,False
7940,2,18,18,Nice to meet you.,Michael,False
7942,2,18,18,"Oh, you know what that is! That is a train whistle, like I'm the conductor. [blows into whistle] But I'm sort of the conductor of the office here, right? [blows into whistle] You want to try?",Michael,False
7944,2,18,18,"All aboard for sales! Next stop, Cu...camonga! [Sasha and Michael laugh]",Michael,False
7945,2,18,19,"[shaking hands with Abby] Ow, ow, ow, ow, you broke my hand.",Jim,False
7946,2,18,19,There is no way that hurt.,Dwight,False
7947,2,18,19,"Really? 'Cause she's pretty strong, Dwight.",Jim,False
7948,2,18,19,"Little girl. Come over here. Shake my hand. Come on, I don't have all day. [Abby shakes his hand] I don't feel anything. Nothing. [to Jim] You're so weak. [Jake walks over and messes with Dwight's bobbleheads] Uh, excuse me, these are expensive collector's items, okay?",Dwight,False
7950,2,18,19,"No, I don't have computer games on my work computer. That would be innappropriate.",Dwight,False
7952,2,18,19,You call your mom Meredith? That's very disrespectful.,Dwight,False
7954,2,18,19,You can refer to me as Mister Schrute.,Dwight,False
7956,2,18,19,Schrute. Mister Schrute.,Dwight,False
7958,2,18,19,"[quietly] ... Schrute. [Jim and Abby snicker, Angela glares at Dwight]",Dwight,False
7977,2,18,25,"[plays the recorder] That was Greensleeves. A traditional English Ballad about the beheaded Anne Boleyn. And now, a very special treat... a book my Grandmutter used to read me when I was a kid.  This is a very special story, it's called Struwwelpeter, by Heinrich Hoffman from 1864. [reading from book] The great tall tailor always comes to little girls that suck their thumbs--- are you listening, Sasha? Right? And 'ere they dream when he's about, he takes his great sharp scissors out, and then cuts their thumbs clean off!",Dwight,False
7978,2,18,25,Dwight! Dwight!,Michael,False
7979,2,18,25,There's a photo...,Dwight,False
7980,2,18,25,What the hell are you reading to them?,Michael,False
7981,2,18,25,"These are cautionary tales for kids, my Grandmata used to read these---",Dwight,False
7982,2,18,25,"Yeah, you know what? No, no no no no. They, no. The kids don't want to hear some wierdo book that your Nazi war criminal grandmother gave you.",Michael,False
7984,2,18,25,What's a Nazi?,Michael,False
7985,2,18,25,[standing up] Nazi was a fascist movement...,Dwight,False
7986,2,18,25,Don't!,Michael,False
7987,2,18,25,...from the 1930's...,Dwight,False
7988,2,18,25,"Don't! Don't! Don't talk about Nazis in front of--- you know what? They're going to have nightmares, so why don't you just shut it?",Michael,False
7989,2,18,25,I was gonna teach the children how to make corn-husk dolls.,Dwight,False
7990,2,18,25,[sighing] Why don't you just leave? Okay?,Michael,False
7991,2,18,25,...Okay.,Dwight,False
7993,2,18,25,"Alright. There goes Mister Poop. Now, who likes Dane Cook?",Michael,False
7995,2,18,26,"Children cannot lie. They are innocent, and they speak the truth, and out of the mouths of babes, Michael Scott is freaking cool. [cracks up]",Michael,False
7996,2,18,27,"You know, I never misbehaved in front of my father because he was a very strict disciplinarian. I can only hope my mate has some of those same qualities [makes eye contact with Dwight].",Angela,False
7997,2,18,28,"This is where the magic happens! Right over here, let me show you this. See all these? [pets shelf of paper] You know what that is? That's paper. This is where paper comes from. Any questions?",Michael,False
7999,2,18,28,"No, we don't actually cut the paper. That's a good question. The paper is sent to us cut, and dyed, from a paper manufacturer, and then we sell it to a business for more than we paid for it.",Michael,False
8001,2,18,28,"Yes it is, well, w-w--you need someone in the middle to facilitate...",Michael,False
8003,2,18,28,I'm not just a middle... man...,Michael,False
8005,2,18,28,"You are describing Office Depot, and they're kind of running us out of business.",Michael,False
8006,2,18,28,We have better service than they do!,Dwight,False
8007,2,18,28,"...There's Creed! Let's take a look at what he's doing, everybody! This is Creed, and he is in charge of... something. Right?",Michael,False
8009,2,18,28,Say hi to the kids.,Michael,False
8011,2,18,28,Yaaaaay.,Michael,False
8014,2,18,28,"What are you doing? N--stop it! Stop it! Just--no, no, no, no! No! Would you cut it out?! What is your problem?",Michael,False
8016,2,18,28,"No no no, we're not gonna see--- we're not gonna see the four toed... Creed, okay?",Michael,False
8017,2,18,29,"You know, there's something interesting about me you might want to know. I ... used to be ... the star of a kids show.",Michael,False
8019,2,18,29,It's true. I did.,Michael,False
8022,2,18,29,I am totally serious. There was a show called 'Fundle Bundle' and I was the star.,Michael,False
8025,2,18,29,"It's true! I can prove it! I can prove it, watch this. [gets up and runs out] Ryan, can you come here a second? [clears throat] I would like you to go to my mother's house in Dickson city, and if she is in the pool, the back kitchen window should be unlocked, I want you to boost yourself up, I want you to go down to the basement. In the basement is a tape labeled 'Fundle Bundle'. I want you to grab it, I want you to get my guitar.",Michael,False
8027,2,18,29,I want you to get the tambourine. Do you know how to play the tambourine?,Michael,False
8030,2,18,29,Oka--,Michael,False
8032,2,18,29,"Okay! Thank you Ryan. Good attitude, hottest in the office.",Michael,False
8033,2,18,30,"[to Abby] Alright, nowwww... what kind... of pizza do you like?",Michael,False
8034,2,18,31,"I don't get why parents are always complaining about how tough it is to raise kids. You joke around with them, you give them pizza, you give them candy, you let them live their lives... They're adults, for God's sake.",Michael,False
8035,2,18,32,"I am going to give you a little blast from the past of Michael Gary Scott when he was a child star, and a show that you might remember called 'Fundle Bundle.' Okay? Without further ado, Ryan?",Michael,False
8037,2,18,32,"That... is Miss Trudy. Can't tell from the costume, but she had an amazing body. Okay, you can... fast forward. And... I want you... to...",Michael,False
8038,2,18,32,Is that a real fun shooting windmill?,Dwight,False
8039,2,18,32,"Stop! Stop! Stop! [Ryan resumes the tape] Yes! That is, uh, Edward R. Meow.",Michael,False
8040,2,18,32,That's pretty funny.,Jim,False
8041,2,18,32,Yeah.,Michael,False
8045,2,18,32,Is that Chet Montgomery?,Oscar,False
8046,2,18,32,"Uhh, I don't know.",Michael,False
8047,2,18,32,That is!,Pam,False
8051,2,18,32,[employees chuckle] And he,Dwight,False
8052,2,18,32,"Can everyone please shut up, please! So you don't miss it.",Michael,False
8054,2,18,32,Oh! That's me. Shh. Shh.,Michael,False
8061,2,18,32,Coulda sworn there was...,Michael,False
8063,2,18,32,"...uh, no.",Michael,False
8065,2,18,32,"Uh, just never happened.",Michael,False
8067,2,18,32,"Uh, nope.",Michael,False
8069,2,18,32,I do okay.,Michael,False
8071,2,18,32,Yes.,Michael,False
8073,2,18,32,"Okay! Alright, okay.",Michael,False
8075,2,18,32,"...I guess not... you know, I have a load of work to do so I am going to grab a slice of this delish pizza... and I'm going to go do my work. Bye.",Michael,False
8076,2,18,33,He's not coming out. He won't pick up the phone.,Pam,False
8077,2,18,33,"Can't believe his mom dressed him like that, that's the real tragedy.",Jim,False
8079,2,18,34,"So, Melissa... I met your mom a couple times. She's",Pam,False
8081,2,18,34,Mmhmm.,Pam,False
8084,2,18,35,"Uh, okay. But first, that's not my name.",Dwight,False
8086,2,18,35,Well at least I'm not a horrible little latchkey kid who got suspended from school. So...,Dwight,False
8088,2,18,36,[Toby knocks on door] Yeah?,Michael,False
8090,2,18,36,"Oh, that's okay, she can keep those.",Michael,False
8092,2,18,36,Thank you.,Michael,False
8094,2,18,36,You have to ask me that because you work for human resources.,Michael,False
8096,2,18,37,"Well, sure, playing the field is great, don't get me wrong, but there's more to life than notches just on my bedpost.",Michael,False
8098,2,18,37,"Tell me something honestly, do you... think... that it is too late for me to have kids?",Michael,False
8100,2,18,37,What about...,Michael,False
8102,2,18,37,...Jan. Kay.,Michael,False
8104,2,18,37,...Or biologically.,Michael,False
8106,2,18,37,"Thanks, that's, no, that... that really means a lot to me. Hey, does Sasha have a godfather, because I...",Michael,False
8108,2,18,37,Oh... kay.,Michael,False
8110,2,18,38,Sure.,Pam,False
8112,2,18,38,You're welcome.,Pam,False
8114,2,18,38,"It's not too bad. I get to shred things sometimes, do you want to see?",Pam,False
8116,2,18,38,Really?,Pam,False
8118,2,18,38,Okay. Um... here it is. Don't put your fingers in there. [shreds paper] Cool huh?,Pam,False
8120,2,18,38,"Yeah, I get to do this like, every week.",Pam,False
8122,2,18,38,I know.,Pam,False
8123,2,18,39,"Yes, it is true. I, Michael Scott, am signing up with an online dating service. Thousands of people have done it, and I am going to do it. I need a username. And... I have a great one [types]. Little kid lover. That way, people will know exactly where my priorities are at.",Michael,False
8124,2,18,40,Go ahead.,Kevin,False
8126,2,18,40,"Ohh, man, I would love to! I can't tonight, but can I come over some other time? [Abby nods]",Jim,False
8127,2,18,40,What're you doing? You never have plans.,Kevin,False
8128,2,18,40,"Thanks, Kev. Uhm... I'm actually going on a date.",Jim,False
8129,2,18,40,Niiice.,Kevin,False
8130,2,18,40,"Hey, uh, no, please? You can't leave yet. There's still one more thing we need to do.",Michael,False
8131,2,18,40,[singing] You... who are on the road... must have a code... that you can live by... [Dwight joins in] and so... become yourself... because the past... is just a goodbye... and teach... your children well...,Michael,False
8132,2,18,40,Why does he own a guitar if he doesn't know how to play?,Jim,False
8133,2,18,40,I think he thought his ukulele skills would transfer. [Jim leaves],Pam,False
8135,2,18,40,"My theory is that... [Jim signals he's leaving, waves bye to Pam]",Pam,False
8137,2,18,40,"And they do, your parents, love you very much.",Dwight,False
8138,2,18,40,One more time. [singing] You...,Michael,False
8139,2,18,41,"The Schrutes consider children very valuable. In the olden days, the women would bear many children, so we would have enough laborers to work the fields. And if it was an especially cold winter, and there weren't enough grains or vegetables, they would eat the weakest of the brood. [Laughs] They didn't eat the children.",Dwight,False
8169,2,18,48,"Didn't do background checks of the warehouse guys. [exclaims] Well, I'm sure it'll be fine.",Michael,False
8202,2,18,56,"A7557962.' Totally nonsense numbers, but you do what you have to do.",Jim,False
8203,2,19,1,"So, Phil recruited me to sell these cards, and now I am recruiting you.",Michael,False
8204,2,19,1,Who is this guy again?,Oscar,False
8205,2,19,1,Don't worry about Phil. He drives a corvette. He is doing just fine. Okay. Calling cards are... the wave of the future. These things sell themselves.,Michael,False
8207,2,19,1,"You know what? That's a nice attitude, Ryan, I'm just helping you invest in your future, my friend.",Michael,False
8208,2,19,1,This sounds like a get rich quick scheme.,Oscar,False
8209,2,19,1,Yes! Thank you! You will get rich quick. We all will!,Michael,False
8211,2,19,1,"You know what, Toby? When the son of the deposed king of Nigeria emails you directly, asking for help, you help! His father ran the freaking country, okay? ...Alright, so, raise your hand if you wanna get rich. [Jim and Dwight raise their hands] Alright.",Michael,False
8212,2,19,1,"No, um. How is this not a pyramid scheme?",Jim,False
8213,2,19,1,"Alright, let me explain. Again. [draws on board] Phil has recruited me and another guy. Now, we are getting three people each. The more people that get involved, the more who are investing, the more money we're all going to make. It's not a pyramid scheme, it is a... it's not even a scheme per se, it's... [Jim draws a triangle around Michael's diagram] ... I have to go make a call.",Michael,False
8214,2,19,2,Happy birthday Michael.,Pam,False
8215,2,19,2,Oh ho ho! What?,Michael,False
8216,2,19,2,I said happy birthday.,Pam,False
8217,2,19,2,Thank you! That's really nice.,Michael,False
8218,2,19,3,"Today is my B-day, and people around here just go crazy for it. I don't know why. Oh! Fun fact. I share my birthday with Eva Longoria. So, I have a",Michael,False
8219,2,19,4,What's up?,Michael,False
8220,2,19,4,"Hey. ...Oh, happy birthday.",Jim,False
8221,2,19,4,"Ah, thank you sir.",Michael,False
8223,2,19,5,No. I'm still waiting.,Kevin,False
8224,2,19,6,[Dwight knocks on door] Yeah.,Michael,False
8225,2,19,6,"Yes. There he is, the birthday boy!",Dwight,False
8226,2,19,6,"Ohh, god.",Michael,False
8227,2,19,6,Birthday hug!,Dwight,False
8228,2,19,6,"No no no, no, new suit, please.",Michael,False
8229,2,19,6,That suit is amazing.,Dwight,False
8230,2,19,6,"Thank you very much. It is from Italy. [checks jacket] Actually--- no, Bulgaria.",Michael,False
8231,2,19,6,Mmm. Maybe I should get one.,Dwight,False
8232,2,19,6,Good luck. One of a kind.,Michael,False
8233,2,19,6,Ebay. Hm. Question! May I be in charge of the party planning festivities?,Dwight,False
8234,2,19,6,"Not necessary, the party planning committee is all over it.  They've been working twenty-four seven all day yesterday.",Michael,False
8235,2,19,6,"Excellent. On my part, I did manage to reserve the...",Dwight,False
8236,2,19,6,"Don't! Nope! Please, don't want to spoil it for anybody. Spoil the surprise.",Michael,False
8237,2,19,6,Let's get the party started. [Begins 'raising the roof'],Dwight,False
8238,2,19,6,Let's get the party started.  Not the way I taught you! [Michael joins in],Michael,False
8240,2,19,7,One's good.,Pam,False
8241,2,19,7,"One thirty. [Pam yawns] I'm sorry, are we boring you?",Angela,False
8242,2,19,7,"Party planning committee, listen up. Michael would like trick candles for his birthday cake, so make that a priority.",Dwight,False
8244,2,19,7,Not my problem. Here is a list of things that Michael would like to be surprised by. [hands list to Pam],Dwight,False
8245,2,19,7,Michael wants a strippergram?,Pam,False
8246,2,19,7,"Yes, but he doesn't want to know when, or whom.",Dwight,False
8247,2,19,7,No. This is a closed door meeting.,Angela,False
8248,2,19,8,[answering phone] Yeah?,Michael,False
8249,2,19,8,"Michael, I have Jan on the line.",Pam,False
8250,2,19,8,"Oh, great, put her through.",Michael,False
8252,2,19,8,"Hey, you.",Michael,False
8254,2,19,8,"It is urgent, I just wanted to call and wish you a happy birthday.",Michael,False
8256,2,19,8,"Really? 'Cause, I thought we had the same birthday.",Michael,False
8258,2,19,8,Thanks. [grins],Michael,False
8260,2,19,8,Nope. Totally private. You can say whatever is in your heart. [Jan hangs up],Michael,False
8261,2,19,8,"[to Ryan, sitting across from Michael] ...You can take a five, if you want.",Michael,False
8262,2,19,9,Somebody brought in donuts for my birthday!,Michael,False
8264,2,19,9,Thanks.,Michael,False
8265,2,19,10,"Man, I'm so sorry. When do you find out?",Jim,False
8266,2,19,10,They said this afternoon. They're waiting on a second opinion.,Kevin,False
8267,2,19,10,"Oh, okay.",Jim,False
8269,2,19,10,"Um, I might have skin cancer.",Kevin,False
8271,2,19,10,"Kelly, you know what...",Jim,False
8274,2,19,12,Somebody got donuts for my birthday!,Michael,False
8276,2,19,12,You didn't know it was my birthday.,Michael,False
8278,2,19,12,"Well, I guess I forgot to give you a donut [closes box].",Michael,False
8280,2,19,12,Mmm.,Michael,False
8281,2,19,13,Skin cancer is treatable.,Oscar,False
8282,2,19,13,Right.,Kevin,False
8283,2,19,13,It's going to be okay.,Oscar,False
8284,2,19,13,"You don't know it's going to be okay. Don't give him false hope. ...It's probably nothing, though.",Angela,False
8286,2,19,14,"Here we go. Ohhhkay, this is great! [giggles] Thank you my friends, she is perfect! Ahhh, Dwight, may I have your chair please? And, um, some singles, if you will! Allllright. Nnnnn-dink! [puts single into delivery woman's pocket, giggles] Okay, um, alright. This has arms. Is that gonna be a... is that alright?",Michael,False
8288,2,19,14,[laughing] Okay. I'm so nervous.,Michael,False
8289,2,19,14,I can sign for it.,Pam,False
8291,2,19,15,"When I was seven, my mother hired a pony and a cart to come to my house for all the kids... and... I got a really bad rash from the pony, and all the kids got to ride the pony and I had to go inside, and my mother was rubbing cream on me... for probably three hours, and I never came outside. And by the time I got out the pony was already in the truck. And around the corner. So that was my worst birthday.",Michael,False
8292,2,19,16,[eating donuts while Dwight plays the recorder] Stop it. Stop! What is that?,Michael,False
8293,2,19,16,"It's 'For the Longest Time,' by William Joel. It's you favorite song.",Dwight,False
8294,2,19,16,"Yeah, well, it's on the radio. My birthday blows. Nobody even signed my birthday poster. Probably my mother is the only one that cares enough to send me anything.",Michael,False
8295,2,19,16,I probably care more than she does.,Dwight,False
8296,2,19,16,You're making it worse. I bet Luke Perry's friends don't treat him like this [points to James Dean poster].,Michael,False
8297,2,19,17,When does he hear?,Pam,False
8298,2,19,17,Sometime today.,Jim,False
8299,2,19,17,Ohh... poor Kevin.,Pam,False
8300,2,19,18,"If I knew I had a week to live, I would... probably go to Europe. And South America. And the Grand Canyon. And... I would want to see the Pacific Ocean. ...It would be a pretty busy week.",Pam,False
8301,2,19,19,"Uh, that's a list price of four dollars and fifty cents.  Unfortunately, this item is on [watch beeps] back... order... [hangs up] Michael! Michael! Michael Michael Michael! Come here, come here, come here!  Come here!",Dwight,False
8302,2,19,19,What?,Michael,False
8303,2,19,19,"Listen up everyone! It is 11:23 exactly, the exact moment when you emerged from your mother's vaginal canal, so... huh?! Right, have a seat. Please.",Dwight,False
8304,2,19,19,"[grinning] Ohhh, God.",Michael,False
8305,2,19,19,There is a tradition that the Hebrews have of hoisting the birthday boy up on a chair.,Dwight,False
8306,2,19,19,"Ohhh, no.",Michael,False
8307,2,19,19,So come help me celebrate Michael's birth moment. Kevin!,Dwight,False
8308,2,19,19,...I'll do it.,Oscar,False
8309,2,19,19,"Ohh, no, no, no! I can't... Ryan, come on. Let's do this.",Michael,False
8310,2,19,19,Creed! Come on. Stanley!,Dwight,False
8311,2,19,19,...I feel like we should go get Kevin something. Do you think we can sneak out of here?,Pam,False
8312,2,19,19,"Maybe, but... we're gonna need somebody to create a diversion, and...",Jim,False
8313,2,19,19,"On three, we're going to hoist away! Ready?",Dwight,False
8314,2,19,19,Okay.,Michael,False
8315,2,19,19,"Happy birth moment, Michael.",Dwight,False
8316,2,19,19,Thank you.,Michael,False
8317,2,19,19,One. Two. Three! [Michael is raised until his head hits the ceiling],Dwight,False
8318,2,19,19,Whoa whoa! Alright. Alright. Watch it... please.,Michael,False
8319,2,19,19,Oscar...,Dwight,False
8320,2,19,19,It wasn't me.,Oscar,False
8321,2,19,20,"Okay, that is",Dwight,False
8323,2,19,20,"F. Alright, what's the damage?",Dwight,False
8325,2,19,20,[pulls out wallet] Thirty nine... sixty.,Dwight,False
8326,2,19,21,"Why tip someone for a job I'm capable of doing myself? I can deliver food. I can drive a taxi. I can, and do, cut my own hair. I did, however, tip my urologist, because... I am unable to pulverize my own kidney stones.",Dwight,False
8327,2,19,22,Here they come.,Dwight,False
8328,2,19,22,Get in here... everybody.,Michael,False
8329,2,19,22,Come and get it!,Dwight,False
8330,2,19,22,Birthday party subs! My gift to you.,Michael,False
8331,2,19,22,What is this?,Oscar,False
8332,2,19,22,"Uh, bologna, tomato and ketchup.",Dwight,False
8333,2,19,22,The best.,Michael,False
8335,2,19,22,Yes.,Michael,False
8336,2,19,22,Bologna? I don't eat bologna.,Angela,False
8337,2,19,22,"Well, then just have the tomato and ketchup. Still good.",Michael,False
8338,2,19,22,No.,Angela,False
8339,2,19,22,"Just the bread, it's fresh baked.",Michael,False
8340,2,19,22,No.,Angela,False
8341,2,19,22,Mm-kay. Get whatever you want. [under breath] And choke on it.,Michael,False
8342,2,19,23,"When I was sixteen, I was supposed to go out on a date with a girl named Julie. But there was another Michael in the class that she apparently thought the date was with, so she went out with him, on my birthday. And, she got him a cake, at the restaurant. And it wasn't even his birthday, but I heard about it the next day in school. So...",Michael,False
8343,2,19,24,"So. We got Kev some stuff. Um... a party pack of M&M's, his favorite candy. A DVD of American Pie 2, which is his favorite movie, and, he lent it to Creed, so, I can guarantee you he won't get that back.",Jim,False
8344,2,19,24,Sixty-nine cup of noodles.,Pam,False
8345,2,19,24,"Which we realize sounds crass, but, it... is his favorite number.",Jim,False
8346,2,19,24,And his favorite lunch.,Pam,False
8347,2,19,25,"Hey temp, you know uh, we still got five feet of sandwich left [pulls ice cream cake out of freezer].",Dwight,False
8349,2,19,25,"Hell, yeah. Save room for ice cream cake.",Dwight,False
8350,2,19,25,[grabs cake] Oh. Thank you.,Angela,False
8351,2,19,25,Oh. I got it.,Dwight,False
8352,2,19,25,What are--- it's... the party planning committee.,Angela,False
8353,2,19,25,[whispering] This is the most important day of the year. I can't risk anything.,Dwight,False
8354,2,19,25,Fine.,Angela,False
8355,2,19,25,What about that meeting... later... to discuss finances?,Dwight,False
8356,2,19,25,Yes... [whispering] but don't expect any cookie.,Angela,False
8357,2,19,25,[whispering] But what if i'm hungry?,Dwight,False
8358,2,19,25,[whispering],Angela,False
8359,2,19,26,[puts fabric softener into cart] ...What?,Jim,False
8360,2,19,26,You use fabric softener?,Pam,False
8361,2,19,26,"Yeah, you don't?",Jim,False
8362,2,19,26,"No, I do.",Pam,False
8363,2,19,26,...Okay.,Jim,False
8365,2,19,27,Hello? Hey.,Kevin,False
8366,2,19,27,Kevin? Respect the birthday please.,Michael,False
8367,2,19,27,"No, um, no not yet. I will. Bye. [hangs up] It was just Stacy.",Kevin,False
8368,2,19,27,Are you done? ...Good. Okay.,Michael,False
8369,2,19,27,Here we go. Make a wish.,Dwight,False
